external_id,source,title,description,company_name,company_website,company_logo_url,location,country_code,workplace_type,employment_type,experience_level,salary_currency,salary_min,salary_max,salary_period,apply_url,contact_email,is_active,posted_at
ext-223,Naukri,Systems Programmer,"Build and optimize Linux kernel drivers for custom hardware accelerators. Strong knowledge of memory management.",Samsung,https://samsung.com,https://logo.clearbit.com/samsung.com,Bangalore,IN,ON_SITE,FULL_TIME,MID_LEVEL,INR,2500000,4500000,YEARLY,https://samsung.com/careers/ext-223,recruiting@samsung.com,TRUE,2026-08-26T06:08:00Z
ext-224,Wellfound,Systems Programmer,"Work on the core virtualization stack for our cloud infrastructure. Proficiency in Rust and KVM is a plus.",AWS,https://amazon.com,https://logo.clearbit.com/amazon.com,Seattle,US,REMOTE,FULL_TIME,SENIOR_LEVEL,USD,190000,300000,YEARLY,https://amazon.jobs/ext-224,tech-hiring@amazon.com,TRUE,2026-08-26T06:08:00Z
ext-225,LinkedIn,Systems Programmer,"Design and implement efficient networking protocols for ultra-low latency trading systems.",Goldman Sachs,https://gs.com,https://logo.clearbit.com/gs.com,New York,US,ON_SITE,FULL_TIME,SENIOR_LEVEL,USD,220000,350000,YEARLY,https://gs.com/careers/ext-225,tech-jobs@gs.com,TRUE,2026-08-26T06:08:00Z
ext-226,Indeed,Systems Programmer,"Develop firmware and low-level drivers for embedded automotive systems. Experience with RTOS is essential.",Tesla,https://tesla.com,https://logo.clearbit.com/tesla.com,Austin,US,ON_SITE,FULL_TIME,MID_LEVEL,USD,150000,230000,YEARLY,https://tesla.com/careers/ext-226,hiring@tesla.com,TRUE,2026-08-26T06:08:00Z
ext-227,Naukri,Systems Programmer,"Optimize the Android Open Source Project (AOSP) for custom mobile hardware platforms.",Qualcomm,https://qualcomm.com,https://logo.clearbit.com/qualcomm.com,Hyderabad,IN,HYBRID,FULL_TIME,MID_LEVEL,INR,2200000,4000000,YEARLY,https://qualcomm.com/careers/ext-227,jobs@qualcomm.com,TRUE,2026-08-26T06:08:00Z
ext-228,Wellfound,Systems Programmer,"Build and maintain high-performance storage engine components for our distributed database.",Snowflake,https://snowflake.com,https://logo.clearbit.com/snowflake.com,San Mateo,US,HYBRID,FULL_TIME,SENIOR_LEVEL,USD,200000,320000,YEARLY,https://snowflake.com/careers/ext-228,talent@snowflake.com,TRUE,2026-08-26T06:08:00Z
ext-229,LinkedIn,Systems Programmer,"Work on compiler optimizations for our custom AI accelerators. Deep knowledge of LLVM is required.",AMD,https://amd.com,https://logo.clearbit.com/amd.com,Austin,US,ON_SITE,FULL_TIME,SENIOR_LEVEL,USD,175000,270000,YEARLY,https://amd.com/careers/ext-229,jobs@amd.com,TRUE,2026-08-26T06:08:00Z
ext-230,Indeed,Systems Programmer,"Develop and debug low-level system utilities for our server operating system.",Red Hat,https://redhat.com,https://logo.clearbit.com/redhat.com,Remote,US,REMOTE,FULL_TIME,MID_LEVEL,USD,130000,200000,YEARLY,https://redhat.com/jobs/ext-230,hiring@redhat.com,TRUE,2026-08-26T06:08:00Z
ext-231,Naukri,Systems Programmer,"Optimize system-level libraries for our financial services platform. Focus on concurrency and performance.",Paytm,https://paytm.com,https://logo.clearbit.com/paytm.com,Noida,IN,ON_SITE,FULL_TIME,ENTRY_LEVEL,INR,1200000,2000000,YEARLY,https://paytm.com/careers/ext-231,talent@paytm.com,TRUE,2026-08-26T06:08:00Z
ext-232,Wellfound,Systems Programmer,"Implement efficient memory management and garbage collection algorithms for our custom runtime.",Oracle,https://oracle.com,https://logo.clearbit.com/oracle.com,Redwood Shores,US,HYBRID,FULL_TIME,SENIOR_LEVEL,USD,185000,290000,YEARLY,https://oracle.com/careers/ext-232,jobs@oracle.com,TRUE,2026-08-26T06:08:00Z
ext-233,LinkedIn,Systems Programmer,"Develop low-level graphics drivers and optimization tools for our game console platform.",Sony,https://sony.com,https://logo.clearbit.com/sony.com,Tokyo,JP,ON_SITE,FULL_TIME,MID_LEVEL,USD,140000,220000,YEARLY,https://sony.com/careers/ext-233,hiring@sony.com,TRUE,2026-08-26T06:08:00Z
ext-234,Indeed,Systems Programmer,"Work on the core operating system components for our next-generation AR/VR devices.",Meta,https://meta.com,https://logo.clearbit.com/meta.com,Menlo Park,US,ON_SITE,FULL_TIME,SENIOR_LEVEL,USD,220000,350000,YEARLY,https://meta.com/careers/ext-234,talent@meta.com,TRUE,2026-08-26T06:08:00Z
ext-235,Naukri,Systems Programmer,"Optimize system-level IO and networking for our large-scale e-commerce backend.",Flipkart,https://flipkart.com,https://logo.clearbit.com/flipkart.com,Bangalore,IN,HYBRID,FULL_TIME,MID_LEVEL,INR,2800000,4800000,YEARLY,https://flipkart.com/careers/ext-235,jobs@flipkart.com,TRUE,2026-08-26T06:08:00Z
ext-236,Wellfound,Systems Programmer,"Build and maintain high-performance backend infrastructure for our real-time messaging app.",Slack,https://slack.com,https://logo.clearbit.com/slack.com,Remote,US,REMOTE,FULL_TIME,MID_LEVEL,USD,160000,240000,YEARLY,https://slack.com/careers/ext-236,hiring@slack.com,TRUE,2026-08-26T06:08:00Z
ext-237,LinkedIn,Systems Programmer,"Develop and optimize system-level services for our cloud-based database platform.",Microsoft,https://microsoft.com,https://logo.clearbit.com/microsoft.com,Redmond,US,HYBRID,FULL_TIME,SENIOR_LEVEL,USD,195000,310000,YEARLY,https://microsoft.com/careers/ext-237,jobs@microsoft.com,TRUE,2026-08-26T06:08:00Z
ext-238,Indeed,Systems Programmer,"Optimize the Linux kernel for our custom data center hardware. Strong knowledge of x86 architecture.",Google,https://google.com,https://logo.clearbit.com/google.com,Mountain View,US,ON_SITE,FULL_TIME,SENIOR_LEVEL,USD,210000,330000,YEARLY,https://google.com/careers/ext-238,hiring@google.com,TRUE,2026-08-26T06:08:00Z
ext-239,Naukri,Systems Programmer,"Develop firmware for our next-generation networking hardware. Experience with ARM architecture is required.",Broadcom,https://broadcom.com,https://logo.clearbit.com/broadcom.com,Pune,IN,ON_SITE,FULL_TIME,MID_LEVEL,INR,3000000,5500000,YEARLY,https://broadcom.com/careers/ext-239,jobs@broadcom.com,TRUE,2026-08-26T06:08:00Z
ext-240,Wellfound,Systems Programmer,"Work on the core system-level components for our autonomous vehicle platform.",Waymo,https://waymo.com,https://logo.clearbit.com/waymo.com,Mountain View,US,ON_SITE,FULL_TIME,SENIOR_LEVEL,USD,230000,360000,YEARLY,https://waymo.com/careers/ext-240,talent@waymo.com,TRUE,2026-08-26T06:08:00Z
ext-241,LinkedIn,Systems Programmer,"Develop and maintain low-level system software for our next-generation mobile chips.",ARM,https://arm.com,https://logo.clearbit.com/arm.com,Cambridge,GB,HYBRID,FULL_TIME,MID_LEVEL,USD,130000,200000,YEARLY,https://arm.com/careers/ext-241,jobs@arm.com,TRUE,2026-08-26T06:08:00Z
ext-242,Indeed,Systems Programmer,"Optimize the core runtime and garbage collector for our high-performance JVM.",IBM,https://ibm.com,https://logo.clearbit.com/ibm.com,Austin,US,ON_SITE,FULL_TIME,SENIOR_LEVEL,USD,165000,260000,YEARLY,https://ibm.com/jobs/ext-242,hiring@ibm.com,TRUE,2026-08-26T06:08:00Z
ext-243,Naukri,Systems Programmer,"Develop and optimize system-level libraries for our high-frequency trading platform.",Jane Street,https://janestreet.com,https://logo.clearbit.com/janestreet.com,London,GB,ON_SITE,FULL_TIME,SENIOR_LEVEL,USD,250000,450000,YEARLY,https://janestreet.com/careers/ext-243,jobs@janestreet.com,TRUE,2026-08-26T06:08:00Z
ext-244,Wellfound,Systems Programmer,"Implement high-performance storage drivers for our next-gen SSD controllers.",Western Digital,https://wdc.com,https://logo.clearbit.com/wdc.com,San Jose,US,ON_SITE,FULL_TIME,MID_LEVEL,USD,145000,225000,YEARLY,https://wdc.com/careers/ext-244,talent@wdc.com,TRUE,2026-08-26T06:08:00Z
ext-245,LinkedIn,Systems Programmer,"Work on the core kernel and system utilities for our custom server OS.",Canonical,https://canonical.com,https://logo.clearbit.com/canonical.com,Remote,GB,REMOTE,FULL_TIME,MID_LEVEL,USD,120000,190000,YEARLY,https://ubuntu.com/careers/ext-245,jobs@canonical.com,TRUE,2026-08-26T06:08:00Z
ext-246,Indeed,Systems Programmer,"Develop and optimize system-level services for our global CDN infrastructure.",Cloudflare,https://cloudflare.com,https://logo.clearbit.com/cloudflare.com,San Francisco,US,HYBRID,FULL_TIME,SENIOR_LEVEL,USD,185000,285000,YEARLY,https://cloudflare.com/careers/ext-246,hiring@cloudflare.com,TRUE,2026-08-26T06:08:00Z
ext-247,Naukri,Systems Programmer,"Optimize system-level performance and resource management for our streaming platform.",Netflix,https://netflix.com,https://logo.clearbit.com/netflix.com,Los Gatos,US,HYBRID,FULL_TIME,SENIOR_LEVEL,USD,250000,400000,YEARLY,https://netflix.com/jobs/ext-247,talent@netflix.com,TRUE,2026-08-26T06:08:00Z
ext-248,Wellfound,Systems Programmer,"Develop low-level system software for our satellite communication network.",SpaceX,https://spacex.com,https://logo.clearbit.com/spacex.com,Hawthorne,US,ON_SITE,FULL_TIME,MID_LEVEL,USD,155000,245000,YEARLY,https://spacex.com/careers/ext-248,jobs@spacex.com,TRUE,2026-08-26T06:08:00Z
ext-249,LinkedIn,Systems Programmer,"Optimize the Linux graphics stack and Vulkan drivers for our custom GPUs.",Apple,https://apple.com,https://logo.clearbit.com/apple.com,Cupertino,US,ON_SITE,FULL_TIME,SENIOR_LEVEL,USD,220000,340000,YEARLY,https://apple.com/careers/ext-249,jobs@apple.com,TRUE,2026-08-26T06:08:00Z
ext-250,Indeed,Systems Programmer,"Work on the core virtualization and container runtime for our cloud platform.",VMware,https://vmware.com,https://logo.clearbit.com/vmware.com,Palo Alto,US,HYBRID,FULL_TIME,SENIOR_LEVEL,USD,190000,300000,YEARLY,https://vmware.com/careers/ext-250,hiring@vmware.com,TRUE,2026-08-26T06:08:00Z
ext-251,LinkedIn,Systems Programmer,"Develop and maintain low-level system software for high-performance computing. Expertise in C++ and assembly required.",NVIDIA,https://nvidia.com,https://logo.clearbit.com/nvidia.com,Santa Clara,US,ON_SITE,FULL_TIME,SENIOR_LEVEL,USD,180000,280000,YEARLY,https://nvidia.com/careers/ext-251,jobs@nvidia.com,TRUE,2026-08-26T06:08:00Z
ext-252,Indeed,Systems Programmer,"Optimize compiler backends and runtime systems for our next-generation processor architecture.",Intel,https://intel.com,https://logo.clearbit.com/intel.com,Hillsboro,US,HYBRID,FULL_TIME,MID_LEVEL,USD,140000,210000,YEARLY,https://intel.com/jobs/ext-252,hiring@intel.com,TRUE,2026-08-26T06:08:00Z
ext-253,Naukri,Systems Programmer,"Build and optimize Linux kernel drivers for custom hardware accelerators. Strong knowledge of memory management.",Samsung,https://samsung.com,https://logo.clearbit.com/samsung.com,Bangalore,IN,ON_SITE,FULL_TIME,MID_LEVEL,INR,2500000,4500000,YEARLY,https://samsung.com/careers/ext-253,recruiting@samsung.com,TRUE,2026-08-26T06:08:00Z
ext-254,Wellfound,Systems Programmer,"Work on the core virtualization stack for our cloud infrastructure. Proficiency in Rust and KVM is a plus.",AWS,https://amazon.com,https://logo.clearbit.com/amazon.com,Seattle,US,REMOTE,FULL_TIME,SENIOR_LEVEL,USD,190000,300000,YEARLY,https://amazon.jobs/ext-254,tech-hiring@amazon.com,TRUE,2026-08-26T06:08:00Z
ext-255,LinkedIn,Systems Programmer,"Design and implement efficient networking protocols for ultra-low latency trading systems.",Goldman Sachs,https://gs.com,https://logo.clearbit.com/gs.com,New York,US,ON_SITE,FULL_TIME,SENIOR_LEVEL,USD,220000,350000,YEARLY,https://gs.com/careers/ext-255,tech-jobs@gs.com,TRUE,2026-08-26T06:08:00Z
ext-256,Indeed,Systems Programmer,"Develop firmware and low-level drivers for embedded automotive systems. Experience with RTOS is essential.",Tesla,https://tesla.com,https://logo.clearbit.com/tesla.com,Austin,US,ON_SITE,FULL_TIME,MID_LEVEL,USD,150000,230000,YEARLY,https://tesla.com/careers/ext-256,hiring@tesla.com,TRUE,2026-08-26T06:08:00Z
ext-257,Naukri,Systems Programmer,"Optimize the Android Open Source Project (AOSP) for custom mobile hardware platforms.",Qualcomm,https://qualcomm.com,https://logo.clearbit.com/qualcomm.com,Hyderabad,IN,HYBRID,FULL_TIME,MID_LEVEL,INR,2200000,4000000,YEARLY,https://qualcomm.com/careers/ext-257,jobs@qualcomm.com,TRUE,2026-08-26T06:08:00Z
ext-258,Wellfound,Systems Programmer,"Build and maintain high-performance storage engine components for our distributed database.",Snowflake,https://snowflake.com,https://logo.clearbit.com/snowflake.com,San Mateo,US,HYBRID,FULL_TIME,SENIOR_LEVEL,USD,200000,320000,YEARLY,https://snowflake.com/careers/ext-258,talent@snowflake.com,TRUE,2026-08-26T06:08:00Z
ext-259,LinkedIn,Systems Programmer,"Work on compiler optimizations for our custom AI accelerators. Deep knowledge of LLVM is required.",AMD,https://amd.com,https://logo.clearbit.com/amd.com,Austin,US,ON_SITE,FULL_TIME,SENIOR_LEVEL,USD,175000,270000,YEARLY,https://amd.com/careers/ext-259,jobs@amd.com,TRUE,2026-08-26T06:08:00Z
ext-260,Indeed,Systems Programmer,"Develop and debug low-level system utilities for our server operating system.",Red Hat,https://redhat.com,https://logo.clearbit.com/redhat.com,Remote,US,REMOTE,FULL_TIME,MID_LEVEL,USD,130000,200000,YEARLY,https://redhat.com/jobs/ext-260,hiring@redhat.com,TRUE,2026-08-26T06:08:00Z
ext-261,Naukri,Systems Programmer,"Optimize system-level libraries for our financial services platform. Focus on concurrency and performance.",Paytm,https://paytm.com,https://logo.clearbit.com/paytm.com,Noida,IN,ON_SITE,FULL_TIME,ENTRY_LEVEL,INR,1200000,2000000,YEARLY,https://paytm.com/careers/ext-261,talent@paytm.com,TRUE,2026-08-26T06:08:00Z
ext-262,Wellfound,Systems Programmer,"Implement efficient memory management and garbage collection algorithms for our custom runtime.",Oracle,https://oracle.com,https://logo.clearbit.com/oracle.com,Redwood Shores,US,HYBRID,FULL_TIME,SENIOR_LEVEL,USD,185000,290000,YEARLY,https://oracle.com/careers/ext-262,jobs@oracle.com,TRUE,2026-08-26T06:08:00Z
ext-263,LinkedIn,Systems Programmer,"Develop low-level graphics drivers and optimization tools for our game console platform.",Sony,https://sony.com,https://logo.clearbit.com/sony.com,Tokyo,JP,ON_SITE,FULL_TIME,MID_LEVEL,USD,140000,220000,YEARLY,https://sony.com/careers/ext-263,hiring@sony.com,TRUE,2026-08-26T06:08:00Z
ext-264,Indeed,Systems Programmer,"Work on the core operating system components for our next-generation AR/VR devices.",Meta,https://meta.com,https://logo.clearbit.com/meta.com,Menlo Park,US,ON_SITE,FULL_TIME,SENIOR_LEVEL,USD,220000,350000,YEARLY,https://meta.com/careers/ext-264,talent@meta.com,TRUE,2026-08-26T06:08:00Z
ext-265,Naukri,Systems Programmer,"Optimize system-level IO and networking for our large-scale e-commerce backend.",Flipkart,https://flipkart.com,https://logo.clearbit.com/flipkart.com,Bangalore,IN,HYBRID,FULL_TIME,MID_LEVEL,INR,2800000,4800000,YEARLY,https://flipkart.com/careers/ext-265,jobs@flipkart.com,TRUE,2026-08-26T06:08:00Z
ext-266,Wellfound,Systems Programmer,"Build and maintain high-performance backend infrastructure for our real-time messaging app.",Slack,https://slack.com,https://logo.clearbit.com/slack.com,Remote,US,REMOTE,FULL_TIME,MID_LEVEL,USD,160000,240000,YEARLY,https://slack.com/careers/ext-266,hiring@slack.com,TRUE,2026-08-26T06:08:00Z
ext-267,LinkedIn,Systems Programmer,"Develop and optimize system-level services for our cloud-based database platform.",Microsoft,https://microsoft.com,https://logo.clearbit.com/microsoft.com,Redmond,US,HYBRID,FULL_TIME,SENIOR_LEVEL,USD,195000,310000,YEARLY,https://microsoft.com/careers/ext-267,jobs@microsoft.com,TRUE,2026-08-26T06:08:00Z
ext-268,Indeed,Systems Programmer,"Optimize the Linux kernel for our custom data center hardware. Strong knowledge of x86 architecture.",Google,https://google.com,https://logo.clearbit.com/google.com,Mountain View,US,ON_SITE,FULL_TIME,SENIOR_LEVEL,USD,210000,330000,YEARLY,https://google.com/careers/ext-268,hiring@google.com,TRUE,2026-08-26T06:08:00Z
ext-269,Naukri,Systems Programmer,"Develop firmware for our next-generation networking hardware. Experience with ARM architecture is required.",Broadcom,https://broadcom.com,https://logo.clearbit.com/broadcom.com,Pune,IN,ON_SITE,FULL_TIME,MID_LEVEL,INR,3000000,5500000,YEARLY,https://broadcom.com/careers/ext-269,jobs@broadcom.com,TRUE,2026-08-26T06:08:00Z
ext-270,Wellfound,Systems Programmer,"Work on the core system-level components for our autonomous vehicle platform.",Waymo,https://waymo.com,https://logo.clearbit.com/waymo.com,Mountain View,US,ON_SITE,FULL_TIME,SENIOR_LEVEL,USD,230000,360000,YEARLY,https://waymo.com/careers/ext-270,talent@waymo.com,TRUE,2026-08-26T06:08:00Z
ext-271,LinkedIn,Game Developer,"Develop high-performance gameplay systems using Unreal Engine 5. Focus on character mechanics and physics.",Epic Games,https://epicgames.com,https://logo.clearbit.com/epicgames.com,Cary,US,ON_SITE,FULL_TIME,SENIOR_LEVEL,USD,160000,240000,YEARLY,https://epicgames.com/careers/ext-271,jobs@epicgames.com,TRUE,2026-08-26T06:11:00Z
ext-272,Indeed,Game Developer,"Optimize rendering pipelines and core engine features for mobile and desktop platforms.",Unity,https://unity.com,https://logo.clearbit.com/unity.com,San Francisco,US,HYBRID,FULL_TIME,MID_LEVEL,USD,140000,210000,YEARLY,https://unity.com/jobs/ext-272,hiring@unity.com,TRUE,2026-08-26T06:11:00Z
ext-273,Naukri,Game Developer,"Build engaging multiplayer experiences and backend services for mobile titles.",Electronic Arts,https://ea.com,https://logo.clearbit.com/ea.com,Hyderabad,IN,ON_SITE,FULL_TIME,MID_LEVEL,INR,2200000,4000000,YEARLY,https://ea.com/careers/ext-273,recruiting@ea.com,TRUE,2026-08-26T06:11:00Z
ext-274,Wellfound,Game Developer,"Implement complex AI behaviors and combat systems for a new AAA action-adventure title.",Activision Blizzard,https://activisionblizzard.com,https://logo.clearbit.com/activision.com,Santa Monica,US,HYBRID,FULL_TIME,SENIOR_LEVEL,USD,170000,260000,YEARLY,https://activisionblizzard.com/careers/ext-274,jobs@activision.com,TRUE,2026-08-26T06:11:00Z
ext-275,LinkedIn,Game Developer,"Create immersive open-world environments and gameplay loops for our flagship franchise.",Ubisoft,https://ubisoft.com,https://logo.clearbit.com/ubisoft.com,Montreal,CA,HYBRID,FULL_TIME,SENIOR_LEVEL,USD,150000,230000,YEARLY,https://ubisoft.com/careers/ext-275,jobs@ubisoft.com,TRUE,2026-08-26T06:11:00Z
ext-276,Indeed,Game Developer,"Focus on advanced animation systems and realistic character interactions in a high-fidelity engine.",Rockstar Games,https://rockstargames.com,https://logo.clearbit.com/rockstargames.com,New York,US,ON_SITE,FULL_TIME,MID_LEVEL,USD,155000,235000,YEARLY,https://rockstargames.com/careers/ext-276,hiring@rockstargames.com,TRUE,2026-08-26T06:11:00Z
ext-277,Naukri,Game Developer,"Develop unique gameplay mechanics for handheld and home console platforms.",Nintendo,https://nintendo.com,https://logo.clearbit.com/nintendo.com,Kyoto,JP,ON_SITE,FULL_TIME,MID_LEVEL,USD,130000,200000,YEARLY,https://nintendo.com/careers/ext-277,recruiting@nintendo.com,TRUE,2026-08-26T06:11:00Z
ext-278,Wellfound,Game Developer,"Optimize graphics performance and integrate latest rendering techniques for PlayStation 5.",Sony Interactive Entertainment,https://sonyinteractive.com,https://logo.clearbit.com/sony.com,San Mateo,US,HYBRID,FULL_TIME,SENIOR_LEVEL,USD,185000,290000,YEARLY,https://sonyinteractive.com/careers/ext-278,jobs@sony.com,TRUE,2026-08-26T06:11:00Z
ext-279,LinkedIn,Game Developer,"Build cross-platform services and social features for the Xbox ecosystem.",Microsoft,https://xbox.com,https://logo.clearbit.com/microsoft.com,Redmond,US,HYBRID,FULL_TIME,SENIOR_LEVEL,USD,190000,300000,YEARLY,https://microsoft.com/careers/ext-279,jobs@microsoft.com,TRUE,2026-08-26T06:11:00Z
ext-280,Indeed,Game Developer,"Help create the next generation of user-generated content tools for millions of creators.",Roblox,https://roblox.com,https://logo.clearbit.com/roblox.com,San Mateo,US,ON_SITE,FULL_TIME,MID_LEVEL,USD,160000,250000,YEARLY,https://roblox.com/careers/ext-280,hiring@roblox.com,TRUE,2026-08-26T06:11:00Z
ext-281,Naukri,Game Developer,"Develop high-stakes competitive gameplay systems and balance tools for our leading MOBA.",Riot Games,https://riotgames.com,https://logo.clearbit.com/riotgames.com,Los Angeles,US,HYBRID,FULL_TIME,SENIOR_LEVEL,USD,175000,275000,YEARLY,https://riotgames.com/careers/ext-281,jobs@riotgames.com,TRUE,2026-08-26T06:11:00Z
ext-282,Wellfound,Game Developer,"Work on the Steam platform and contribute to our hardware-aligned software projects.",Valve,https://valvesoftware.com,https://logo.clearbit.com/valvesoftware.com,Bellevue,US,ON_SITE,FULL_TIME,SENIOR_LEVEL,USD,250000,450000,YEARLY,https://valvesoftware.com/careers/ext-282,jobs@valvesoftware.com,TRUE,2026-08-26T06:11:00Z
ext-283,LinkedIn,Game Developer,"Architect systems for massive open-world RPGs using our proprietary Creation Engine.",Bethesda,https://bethesda.net,https://logo.clearbit.com/bethesda.net,Rockville,US,HYBRID,FULL_TIME,SENIOR_LEVEL,USD,165000,255000,YEARLY,https://bethesda.net/careers/ext-283,jobs@bethesda.net,TRUE,2026-08-26T06:11:00Z
ext-284,Indeed,Game Developer,"Develop cinematic experiences and complex combat systems for legendary RPG series.",Square Enix,https://square-enix.com,https://logo.clearbit.com/square-enix.com,Tokyo,JP,ON_SITE,FULL_TIME,MID_LEVEL,USD,135000,210000,YEARLY,https://square-enix.com/careers/ext-284,hiring@square-enix.com,TRUE,2026-08-26T06:11:00Z
ext-285,Naukri,Game Developer,"Focus on tight action gameplay and enemy AI for iconic survival horror titles.",Capcom,https://capcom.com,https://logo.clearbit.com/capcom.com,Osaka,JP,ON_SITE,FULL_TIME,MID_LEVEL,USD,130000,200000,YEARLY,https://capcom.com/careers/ext-285,recruiting@capcom.com,TRUE,2026-08-26T06:11:00Z
ext-286,Wellfound,Game Developer,"Join the team building sprawling, choices-matter RPGs in a futuristic setting.",CD Projekt Red,https://cdprojektred.com,https://logo.clearbit.com/cdprojekt.com,Warsaw,PL,HYBRID,FULL_TIME,SENIOR_LEVEL,USD,120000,180000,YEARLY,https://cdprojektred.com/careers/ext-286,jobs@cdprojektred.com,TRUE,2026-08-26T06:11:00Z
ext-287,LinkedIn,Game Developer,"Create addictive and polished mobile experiences played by hundreds of millions.",Supercell,https://supercell.com,https://logo.clearbit.com/supercell.com,Helsinki,FI,ON_SITE,FULL_TIME,SENIOR_LEVEL,USD,180000,300000,YEARLY,https://supercell.com/careers/ext-287,jobs@supercell.com,TRUE,2026-08-26T06:11:00Z
ext-288,Indeed,Game Developer,"Develop features and live-ops tools for the world's most popular puzzle games.",King,https://king.com,https://logo.clearbit.com/king.com,London,GB,HYBRID,FULL_TIME,MID_LEVEL,USD,125000,195000,YEARLY,https://king.com/careers/ext-288,hiring@king.com,TRUE,2026-08-26T06:11:00Z
ext-289,Naukri,Game Developer,"Build innovative AR experiences that blend the real world with digital gameplay.",Niantic,https://nianticlabs.com,https://logo.clearbit.com/nianticlabs.com,San Francisco,US,HYBRID,FULL_TIME,MID_LEVEL,USD,160000,240000,YEARLY,https://nianticlabs.com/careers/ext-289,jobs@nianticlabs.com,TRUE,2026-08-26T06:11:00Z
ext-290,Wellfound,Game Developer,"Work on high-profile licenses to create action-packed superhero and adventure games.",Warner Bros. Games,https://wbgames.com,https://logo.clearbit.com/wbgames.com,Burbank,US,HYBRID,FULL_TIME,SENIOR_LEVEL,USD,155000,235000,YEARLY,https://wbgames.com/careers/ext-290,jobs@wbgames.com,TRUE,2026-08-26T06:11:00Z
ext-291,LinkedIn,Game Developer,"Develop and optimize core gameplay systems for our sports and action labels.",2K,https://2k.com,https://logo.clearbit.com/2k.com,Novato,US,ON_SITE,FULL_TIME,MID_LEVEL,USD,145000,225000,YEARLY,https://2k.com/careers/ext-291,jobs@2k.com,TRUE,2026-08-26T06:11:00Z
ext-292,Indeed,Game Developer,"Join the parent company of Rockstar and 2K to work on strategic engine technology.",Take-Two,https://take2games.com,https://logo.clearbit.com/take2games.com,New York,US,HYBRID,FULL_TIME,SENIOR_LEVEL,USD,180000,280000,YEARLY,https://take2games.com/careers/ext-292,hiring@take2games.com,TRUE,2026-08-26T06:11:00Z
ext-293,Naukri,Game Developer,"Craft emotional and technically stunning narrative-driven games.",Naughty Dog,https://naughtydog.com,https://logo.clearbit.com/naughtydog.com,Santa Monica,US,ON_SITE,FULL_TIME,SENIOR_LEVEL,USD,175000,275000,YEARLY,https://naughtydog.com/careers/ext-293,jobs@naughtydog.com,TRUE,2026-08-26T06:11:00Z
ext-294,Wellfound,Game Developer,"Develop fluid traversal and combat systems for iconic Marvel titles.",Insomniac Games,https://insomniac.games,https://logo.clearbit.com/insomniacgames.com,Burbank,US,HYBRID,FULL_TIME,MID_LEVEL,USD,150000,230000,YEARLY,https://insomniac.games/careers/ext-294,talent@insomniac.games,TRUE,2026-08-26T06:11:00Z
ext-295,LinkedIn,Game Developer,"Help build epic mythological adventures with a focus on deep combat and narrative.",Santa Monica Studio,https://sms.playstation.com,https://logo.clearbit.com/sony.com,Los Angeles,US,ON_SITE,FULL_TIME,SENIOR_LEVEL,USD,185000,295000,YEARLY,https://sms.playstation.com/careers/ext-295,jobs@sms.com,TRUE,2026-08-26T06:11:00Z
ext-296,Indeed,Game Developer,"Optimize Decima Engine for breathtaking visuals and complex AI in open-world settings.",Guerrilla Games,https://guerrilla-games.com,https://logo.clearbit.com/guerrilla-games.com,Amsterdam,NL,HYBRID,FULL_TIME,SENIOR_LEVEL,USD,140000,210000,YEARLY,https://guerrilla-games.com/careers/ext-296,hiring@guerrilla.com,TRUE,2026-08-26T06:11:00Z
ext-297,Naukri,Game Developer,"Build and maintain persistent worlds for our evolving sci-fi shooter franchises.",Bungie,https://bungie.net,https://logo.clearbit.com/bungie.net,Bellevue,US,HYBRID,FULL_TIME,SENIOR_LEVEL,USD,170000,265000,YEARLY,https://bungie.net/careers/ext-297,jobs@bungie.net,TRUE,2026-08-26T06:11:00Z
ext-298,Wellfound,Game Developer,"Develop complex dialogue systems and RPG mechanics for legendary sci-fi sagas.",BioWare,https://bioware.com,https://logo.clearbit.com/bioware.com,Edmonton,CA,HYBRID,FULL_TIME,MID_LEVEL,USD,135000,205000,YEARLY,https://bioware.com/careers/ext-298,talent@bioware.com,TRUE,2026-08-26T06:11:00Z
ext-299,LinkedIn,Game Developer,"Focus on fast-paced movement mechanics and robust network code for battle royale titles.",Respawn Entertainment,https://respawn.com,https://logo.clearbit.com/respawn.com,Chatsworth,US,ON_SITE,FULL_TIME,SENIOR_LEVEL,USD,165000,250000,YEARLY,https://respawn.com/careers/ext-299,jobs@respawn.com,TRUE,2026-08-26T06:11:00Z
ext-300,Indeed,Game Developer,"Deliver cutting-edge visuals and intense gameplay for the world's leading shooter franchise.",Sledgehammer Games,https://sledgehammergames.com,https://logo.clearbit.com/sledgehammergames.com,Foster City,US,ON_SITE,FULL_TIME,MID_LEVEL,USD,150000,230000,YEARLY,https://sledgehammergames.com/careers/ext-300,hiring@sledgehammer.com,TRUE,2026-08-26T06:11:00Z
ext-301,LinkedIn,Game Developer,"Develop high-performance gameplay systems using Unreal Engine 5. Focus on character mechanics and physics.",Epic Games,https://epicgames.com,https://logo.clearbit.com/epicgames.com,Cary,US,ON_SITE,FULL_TIME,SENIOR_LEVEL,USD,160000,240000,YEARLY,https://epicgames.com/careers/ext-301,jobs@epicgames.com,TRUE,2026-08-26T06:11:00Z
